Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year,Beam (m),Draft (m),Rigging,Displacement (kg),Sail Area (m²),Hull Materials,Sleeping Capacity,Headroom (m),Fuel Capacity (L),Water Capacity (L),Standard Engine Power (hp),LOA (m),Waterline Length (m),Fuel Type,Holding Tank Capacity (L),Keel Type,latitude,longitude, Climate Type,Country Code,2020_ave,2020_tol
Bavaria,cruiser46,46.0,Europe,Croatia,91106,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Bavaria,cruiser46,46.0,Europe,Croatia,84907,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Bavaria,cruiser46,46.0,Europe,Croatia,84786,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Bavaria,cruiser46,46.0,Europe,Greece,133651,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Bavaria,cruiser46,46.0,Europe,Greece,109338,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Bavaria,cruiser46,46.0,Europe,Greece,105705,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Bavaria,cruiser46,46.0,Europe,Greece,103253,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Bavaria,cruiser46,46.0,Europe,Greece,96933,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Bavaria,cruiser46,46.0,Europe,Italy,115396,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Bavaria,cruiser46,46.0,Europe,Italy,103249,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Bavaria,cruiser46,46.0,Europe,Netherlands,133015,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,52.2434979,5.6343227, Cfb,NLD,52162.570115040624,909793466661.4812
Bavaria,cruiser46,46.0,Europe,Spain,145769,2005,4.35,2.1,In-mast furling,12600.0,108.0,Fiberglass,8.0,2.1,210,360,55,14.23,12.74,Diesel,210,Fin keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Bavaria,50cruiser,49.0,Europe,Croatia,103249,2005,4.49,2.1,Roller furling,14500.0,112.0,Fiberglass,10.0,2.06,320,790,75,15.57,14.02,Diesel,280,Fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Bavaria,50cruiser,49.0,Europe,Greece,109323,2005,4.49,2.1,Roller furling,14500.0,112.0,Fiberglass,10.0,2.06,320,790,75,15.57,14.02,Diesel,280,Fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Bavaria,50cruiser,49.0,Europe,Italy,151843,2005,4.49,2.1,Roller furling,14500.0,112.0,Fiberglass,10.0,2.06,320,790,75,15.57,14.02,Diesel,280,Fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Bavaria,50cruiser,49.0,Europe,Italy,136896,2005,4.49,2.1,Roller furling,14500.0,112.0,Fiberglass,10.0,2.06,320,790,75,15.57,14.02,Diesel,280,Fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Bavaria,49cruiser,50.0,Europe,Croatia,103249,2005,4.46,2.1,In-mast furling,13000.0,116.0,Fiberglass,7.0,2.05,300,650,75,14.98,13.42,Diesel,210,Fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Bavaria,49cruiser,50.0,Europe,Spain,145744,2005,4.46,2.1,In-mast furling,13000.0,116.0,Fiberglass,7.0,2.05,300,650,75,14.98,13.42,Diesel,210,Fin keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Beneteau,first40.7,39.0,Europe,Croatia,157889,2005,3.75,2.4,Fractional 9/10th rig,6850.0,110.0,Fiberglass,7.0,1.85,136,320,40,12.17,10.69,Diesel,90,Bulb fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Beneteau,cyclades39.3,39.0,USA,Florida,72900,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Beneteau,cyclades39.3,39.0,Europe,Greece,78975,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Beneteau,first40.7,39.0,USA,Illinois,124500,2005,3.75,2.4,Fractional 9/10th rig,6850.0,110.0,Fiberglass,7.0,1.85,136,320,40,12.17,10.69,Diesel,90,Bulb fin keel,40.0796606,-89.4337288, Dfa,USA,63530.63348390901,21060473613000.0
Beneteau,cyclades39.3,39.0,Europe,Italy,103275,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Beneteau,cyclades39.3,39.0,Europe,Italy,82620,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Beneteau,cyclades39.3,39.0,Caribbean,Mexico,99000,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,23.6585116,-102.0077097, BWh/BSh,MEX,8655.000682068028,1090515389749.4136
Beneteau,cyclades39.3,39.0,Europe,Portugal,101427,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Beneteau,cyclades39.3,39.0,Europe,Spain,108108,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Beneteau,cyclades39.3,39.0,Europe,Spain,103249,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Beneteau,cyclades39.3,39.0,Europe,United Kingdom,95860,2005,3.96,1.9,Classic Mast,7800.0,66.9,Fiberglass,7.0,1.95,200,530,40,11.97,11.26,Diesel,230,Bulb fin keel,54.7023545,-3.2765753, Cfb,GBR,40318.55756604926,2704609160088.1504
Beneteau,oceanis423,43.0,USA,Connecticut,139995,2005,3.9,2.0,Roller furling,8800.0,90.0,Fiberglass,7.0,1.95,200,540,50,13.09,11.15,Diesel,220,Bulb fin keel,41.6500201,-72.7342163, Dfa,USA,63530.63348390901,21060473613000.0
Beneteau,cyclades43.3,43.0,Europe,France,108108,2005,4.43,1.9,Classic Mast,9300.0,85.8,Fiberglass,7.0,1.95,220,530,54,13.26,12.84,Diesel,230,Bulb fin keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Beneteau,cyclades43.3,43.0,Europe,France,106519,2005,4.43,1.9,Classic Mast,9300.0,85.8,Fiberglass,7.0,1.95,220,530,54,13.26,12.84,Diesel,230,Bulb fin keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Beneteau,cyclades43.3,43.0,Europe,France,95961,2005,4.43,1.9,Classic Mast,9300.0,85.8,Fiberglass,7.0,1.95,220,530,54,13.26,12.84,Diesel,230,Bulb fin keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Beneteau,oceanisclipper423,43.0,Europe,Greece,103921,2005,3.9,2.0,In-mast furling,8800.0,90.0,Fiberglass,7.0,1.95,200,540,50,13.09,11.15,Diesel,220,Bulb fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Beneteau,oceanisclipper423,43.0,Europe,Italy,91090,2005,3.9,2.0,In-mast furling,8800.0,90.0,Fiberglass,7.0,1.95,200,540,50,13.09,11.15,Diesel,220,Bulb fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Beneteau,oceanisclipper423,43.0,Europe,Malta,127526,2005,3.9,2.0,In-mast furling,8800.0,90.0,Fiberglass,7.0,1.95,200,540,50,13.09,11.15,Diesel,220,Bulb fin keel,35.8885993,14.4476911, Csa,MLT,28977.565567363552,14933066818.960594
Beneteau,oceanis423,43.0,USA,Maryland,147900,2005,3.9,2.0,Roller furling,8800.0,90.0,Fiberglass,7.0,1.95,200,540,50,13.09,11.15,Diesel,220,Bulb fin keel,39.5162401,-76.9382069, Cfa,USA,63530.63348390901,21060473613000.0
Beneteau,oceanis43,43.0,USA,Maryland,144900,2005,4.12,2.05,In-mast furling,8875.0,89.4,Fiberglass,7.0,1.98,200,360,54,13.1,12.9,Diesel,220,Bulb fin keel,39.5162401,-76.9382069, Cfa,USA,63530.63348390901,21060473613000.0
Beneteau,oceanisclipper423,43.0,Europe,Netherlands,108108,2005,3.9,2.0,In-mast furling,8800.0,90.0,Fiberglass,7.0,1.95,200,540,50,13.09,11.15,Diesel,220,Bulb fin keel,52.2434979,5.6343227, Cfb,NLD,52162.570115040624,909793466661.4812
Beneteau,cyclades43.3,43.0,Europe,Portugal,101792,2005,4.43,1.9,Classic Mast,9300.0,85.8,Fiberglass,7.0,1.95,220,530,54,13.26,12.84,Diesel,230,Bulb fin keel,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Beneteau,first44.7,44.0,USA,California,180000,2005,3.99,2.3,Fractional 9/10th rig,9650.0,104.0,Fiberglass,7.0,1.95,200,360,54,13.68,12.14,Diesel,55,Bulb fin keel,36.7014631,-118.755997, Csa,USA,63530.63348390901,21060473613000.0
Beneteau,first44.7,44.0,USA,California,149000,2005,3.99,2.3,Fractional 9/10th rig,9650.0,104.0,Fiberglass,7.0,1.95,200,360,54,13.68,12.14,Diesel,55,Bulb fin keel,36.7014631,-118.755997, Csa,USA,63530.63348390901,21060473613000.0
Beneteau,first44.7,44.0,Europe,Greece,131187,2005,3.99,2.3,Fractional 9/10th rig,9650.0,104.0,Fiberglass,7.0,1.95,200,360,54,13.68,12.14,Diesel,55,Bulb fin keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.80676
Beneteau,first44.7,44.0,Europe,Italy,119040,2005,3.99,2.3,Fractional 9/10th rig,9650.0,104.0,Fiberglass,7.0,1.95,200,360,54,13.68,12.14,Diesel,55,Bulb fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Beneteau,first44.7,44.0,USA,Texas,129900,2005,3.99,2.3,Fractional 9/10th rig,9650.0,104.0,Fiberglass,7.0,1.95,200,360,54,13.68,12.14,Diesel,55,Bulb fin keel,31.2638905,-98.5456116, Cfa/BSh,USA,63530.63348390901,21060473613000.0
Beneteau,oceanisclipper473,47.0,Europe,Croatia,144549,2005,4.31,1.925,In-mast furling,11000.0,118.0,Fiberglass,9.0,2.02,235,970,76,14.3,12.9,Diesel,250,Bulb fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Beneteau,oceanis473,47.0,Europe,Croatia,102034,2005,4.31,1.925,Roller furling,11000.0,117.5,Fiberglass,9.0,2.02,235,970,76,14.3,12.9,Diesel,250,Bulb fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Beneteau,first47.7,47.0,Europe,Italy,127543,2005,4.5,2.9,Fractional 9/10th rig,12640.0,133.5,Fiberglass,7.0,1.95,260,700,75,14.5,12.1,Diesel,100,Bulb fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Beneteau,oceanisclipper473,47.0,Europe,Malta,133611,2005,4.31,1.925,In-mast furling,11000.0,118.0,Fiberglass,9.0,2.02,235,970,76,14.3,12.9,Diesel,250,Bulb fin keel,35.8885993,14.4476911, Csa,MLT,28977.565567363552,14933066818.960594
Beneteau,oceanis473,47.0,USA,Maryland,195000,2005,4.31,1.925,Roller furling,11000.0,117.5,Fiberglass,9.0,2.02,235,970,76,14.3,12.9,Diesel,250,Bulb fin keel,39.5162401,-76.9382069, Cfa,USA,63530.63348390901,21060473613000.0
Beneteau,oceanis473,47.0,USA,North Carolina,185000,2005,4.31,1.925,Roller furling,11000.0,117.5,Fiberglass,9.0,2.02,235,970,76,14.3,12.9,Diesel,250,Bulb fin keel,35.6729639,-79.0392919, Cfa/Cwa,USA,63530.63348390901,21060473613000.0
Beneteau,oceanis523,53.0,Europe,Italy,224719,2005,4.99,2.3,Fractional 9/10th rig,17380.0,152.0,Fiberglass,8.0,2.05,450,1000,100,16.2,14.25,Diesel,100,Bulb fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Beneteau,oceanisclipper523,53.0,Europe,Spain,224719,2005,4.99,2.3,Fractional 9/10th rig,17380.0,152.0,Fiberglass,8.0,2.05,450,1000,100,16.2,14.25,Diesel,100,Bulb fin keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Beneteau,oceanisclipper523,53.0,Europe,Spain,223504,2005,4.99,2.3,Fractional 9/10th rig,17380.0,152.0,Fiberglass,8.0,2.05,450,1000,100,16.2,14.25,Diesel,100,Bulb fin keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Beneteau,oceanis523,53.0,Europe,Spain,212572,2005,4.99,2.3,Fractional 9/10th rig,17380.0,152.0,Fiberglass,8.0,2.05,450,1000,100,16.2,14.25,Diesel,100,Bulb fin keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Beneteau,56,56.0,Europe,Spain,461603,2005,5.33,3.0,Fractional 9/10th rig,21500.0,183.0,Fiberglass,10.0,2.05,600,1000,140,17.15,16.02,Diesel,110,Lifting keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Beneteau,cyclades50.5,51.0,Caribbean,Grenada,105000,2005,4.89,1.95,Roller furling,14000.0,111.5,Fiberglass,11.0,2.03,400,930,75,15.65,14.05,Diesel,240,Bulb fin keel,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
C&C,121,40.0,USA,Rhode Island,184900,2005,3.71,2.13,Fractional sloop,5897.0,64.3,Fiberglass,6.0,1.86,95,325,27,11.74,9.52,Diesel,70,Fin keel,41.7962409,-71.5992372, Dfa,USA,63530.63348390901,21060473613000.0
Cabo Rico,42,46.0,USA,Rhode Island,270000,2005,3.17,1.52,Cutter rigged,11340.0,84.8,Fiberglass,5.0,1.88,310,300,50,12.9,10.06,Diesel,200,Cutaway full keel,41.7962409,-71.5992372, Dfa,USA,63530.63348390901,21060473613000.0
Caliber,40lrcse,41.0,USA,Florida,259000,2005,3.69,1.52,Cutter rigged,11794.0,87.7,Fiberglass,6.0,1.96,227,475,56,12.83,10.97,Diesel,250,Cutaway full keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Catalina,387,38.0,USA,Maryland,125000,2005,3.96,1.52,Masthead sloop,8505.0,74.3,Fiberglass,6.0,1.93,132,336,40,11.78,10.34,Diesel,113,Wing keel,39.5162401,-76.9382069, Cfa,USA,63530.63348390901,21060473613000.0
Catalina,42mkii,42.0,Caribbean,Mexico,165000,2005,4.22,1.68,Masthead sloop,10698.0,91.9,Fiberglass,6.0,2.03,208,387,50,13.16,11.85,Diesel,151,Wing keel,23.6585116,-102.0077097, BWh/BSh,MEX,8655.000682068028,1090515389749.4136
Catalina,42mkii,42.0,Europe,United Kingdom,119242,2005,4.22,1.68,Masthead sloop,10698.0,91.9,Fiberglass,6.0,2.03,208,387,50,13.16,11.85,Diesel,151,Wing keel,54.7023545,-3.2765753, Cfb,GBR,40318.55756604926,2704609160088.1504
Catalina,42mkii,42.0,USA,Washington,159500,2005,4.22,1.68,Masthead sloop,10698.0,91.9,Fiberglass,6.0,2.03,208,387,50,13.16,11.85,Diesel,151,Wing keel,38.8950368,-77.0365427, Cfb,USA,63530.63348390901,21060473613000.0
Catalina,morgan440,46.0,USA,California,199900,2005,4.27,1.68,Masthead sloop,10433.0,86.4,Fiberglass,7.0,1.96,227,568,75,13.41,11.84,Diesel,189,Fin keel,36.7014631,-118.755997, Csa,USA,63530.63348390901,21060473613000.0
Catalina,morgan440,46.0,Caribbean,Grenada,179950,2005,4.27,1.68,Masthead sloop,10433.0,86.4,Fiberglass,7.0,1.96,227,568,75,13.41,11.84,Diesel,189,Fin keel,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
Catalina,morgan440,46.0,USA,Washington,194950,2005,4.27,1.68,Masthead sloop,10433.0,86.4,Fiberglass,7.0,1.96,227,568,75,13.41,11.84,Diesel,189,Fin keel,38.8950368,-77.0365427, Cfb,USA,63530.63348390901,21060473613000.0
Comar,comet41s,41.0,Europe,Italy,150622,2005,3.95,2.28,9/10ths fractional rig,7800.0,77.5,Composite,7.0,1.9,200,400,55,12.45,11.15,Diesel,200,T-Shape keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Comar,comet45s,46.0,Europe,Italy,163984,2005,4.2,2.7,Racing Sloop,10300.0,135.0,Composite,7.0,1.98,240,600,55,13.85,11.37,Diesel,170,Fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Comar,comet51s,51.0,Europe,Italy,200425,2005,4.3,2.95,Racing Sloop,14250.0,190.0,Composite,7.0,1.98,400,600,75,15.71,12.85,Diesel,300,Fin keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Comar,comet52rs,52.0,Europe,Italy,255086,2005,4.55,2.75,Racing Sloop,15500.0,200.0,Composite,6.0,2.05,350,500,75,16.2,12.9,Diesel,250,T-Shape keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Dehler,41cr,41.0,Europe,Italy,176176,2005,3.91,2.05,Fractional sloop,8500.0,90.0,Fiberglass,6.0,1.95,140,300,40,12.4,11.5,Diesel,150,L-shaped keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Delphia,40,39.0,Europe,Italy,85017,2005,3.94,1.95,Masthead sloop,8900.0,78.0,Fiberglass,7.0,1.95,210,360,40,12.35,11.15,Diesel,120,Bulb keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Dufour,385,38.0,Europe,Croatia,87458,2005,3.93,1.93,Roller furling,7000.0,70.8,Fiberglass,6.0,1.95,160,440,30,11.72,10.69,Diesel,160,Bulb fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Dufour,385gl,38.0,Caribbean,Netherlands Antilles,86000,2005,,,,,,,,,,,,,,,,,12.1845,-68.66079226, Am,,,
Dufour,385,38.0,Europe,Turkey,98591,2005,3.93,1.93,Roller furling,7000.0,70.8,Fiberglass,6.0,1.95,160,440,30,11.72,10.69,Diesel,160,Bulb fin keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Dufour,40,40.0,Europe,France,97054,2005,3.89,2.025,Roller furling,8400.0,90.4,Fiberglass,7.0,1.95,200,360,55,12.35,11.61,Diesel,50,Bulb fin keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Dufour,44,44.0,Europe,France,163984,2005,4.25,2.1,Roller furling,10600.0,100.0,Fiberglass,9.0,2.05,250,530,55,13.68,12.32,Diesel,220,Semi-elliptical keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Dufour,44,44.0,Europe,Italy,139690,2005,4.25,2.1,Roller furling,10600.0,100.0,Fiberglass,9.0,2.05,250,530,55,13.68,12.32,Diesel,220,Semi-elliptical keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Dufour,44performance,44.0,Europe,Italy,133617,2005,4.25,2.3,Roller furling,10800.0,106.9,Fiberglass,7.0,2.05,250,430,55,13.68,12.46,Diesel,75,Performance bulb keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Dufour,455,45.0,Europe,France,139726,2005,4.3,2.2,Roller furling,11000.0,113.0,Fiberglass,9.0,1.98,250,530,75,13.76,12.18,Diesel,250,Bulb fin keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Dufour,455gl,45.0,Europe,Italy,127548,2005,,,,,,,,,,,,,,,,,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1372
Elan,impression434,44.0,Europe,Croatia,127543,2005,4.16,1.9,Roller furling,10800.0,97.0,Fiberglass,8.0,2,270,600,55,13.41,11.5,Diesel,240,Fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Elan,impression434,44.0,Europe,Croatia,91102,2005,4.16,1.9,Roller furling,10800.0,97.0,Fiberglass,8.0,2,270,600,55,13.41,11.5,Diesel,240,Fin keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Grand Soleil,43,43.0,Europe,France,181597,2005,4.23,2.31,Racing sloop,9800.0,103.0,Fiberglass,7.0,2,200,600,54,12.95,11.46,Diesel,160,T-Shape keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Grand Soleil,45racing,45.0,Europe,France,224719,2005,4.41,3.25,Racing sloop,11500.0,137.0,Fiberglass,6.0,1.95,280,400,55,14.65,12.41,Diesel,75,Lifting keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Grand Soleil,50,49.0,Caribbean,Grenada,230000,2005,4.57,2.6,Racing sloop,15000.0,150.0,Fiberglass,9.0,1.95,280,600,75,15.65,13.78,Diesel,400,T-Shape keel,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
